"NUMEROPROCESSO","ANOPROCESSO","NUMEROMODALIDADE","LICITANTES","LICITANTES_VENCEDORES","NOMENATUREZA","NOMEMODALIDADE","SITUACAOLICITACAO","ESTAGIOLICITACAO","DATAPUBLICACAOHOMOLOGACAO","DATAEMISSAOEDITAL","DATAPUBLICACAOHABILITACAO","TOTALADJUDICADOLICITACAO","VALORESTIMADO","UNIDADEGESTORA","UNIDADE_GESTORA","DESCRICAOOBJETO","ESPECIFICACAOOBJETO","CARACTERISTICAOBJETO","ULTIMAATUALIZACAO","OBJETO"
"13","2022","9","BARRETO COMERCIO E SERVICOS LTDA: 04246291000153 - Vencedor; A. DONIZETE DA SILVA: 06164562000157 - Não Vencedor; DIMORVAN DAVI MENEGUSSO : 07065479000193 - Não Vencedor; COMERCIAL VANGUARDEIRA EIRELI ME: 10942831000136 - Vencedor; TECA TECNOLOGIA E COMERCIO LTDA: 11163447000106 - Não Vencedor; FS SUPRIMENTOS - EIRELI: 11523678000175 - Não Vencedor; L B COMERCIO DE FERRAGENS EIRELI EPP: 20470692000149 - Não Vencedor; OPORTUNO DISTRIBUIDORA DE MAQUINAS E FERRAMENTAS LTDA: 24067409000193 - Não Vencedor; MGS BRASIL DISTRIBUIDORA EIRELI: 25329901000152 - Vencedor; META COMERCIO DE FERRAGENS E FERRAMENTAS EIRELI : 27518373000105 - Vencedor; V. M. DE SANTANA DE AZEVEDO ARMARINHO: 28225984000128 - Não Vencedor; BARAO DE COTEGIPE COMERCIO VAREJISTA DE MATERIAIS LTDA: 30508137000112 - Não Vencedor; ISAIAS VITAL DA SILVA: 33771414000173 - Vencedor; GGV COMERCIAL EIRELI: 35236131000157 - Vencedor; C2P DROPSHIPPING DE MATERIAIS LTDA: 35600549000100 - Não Vencedor; NORTHWEST MAQUINAS E FERRAMENTAS LTDA: 37247494000113 - Vencedor; EREMASTER DISTRIBUIDORA DE FERRAGENS E FERRAMENTAS LTDA: 37278673000118 - Vencedor; MCA ASSESSORIA, IMPORTACAO E COMERCIO LTDA: 42519684000182 - Vencedor; USILEVER EQUIPAMENTOS: 45027698000177 - Não Vencedor; VALOR SUPRIMENTOS - COMERCIO DE MATERIAL DE CONSUMO LTDA: 70066840000132 - Vencedor; ","BARRETO COMERCIO E SERVICOS LTDA: 04246291000153; COMERCIAL VANGUARDEIRA EIRELI ME: 10942831000136; MGS BRASIL DISTRIBUIDORA EIRELI: 25329901000152; META COMERCIO DE FERRAGENS E FERRAMENTAS EIRELI : 27518373000105; ISAIAS VITAL DA SILVA: 33771414000173; GGV COMERCIAL EIRELI: 35236131000157; NORTHWEST MAQUINAS E FERRAMENTAS LTDA: 37247494000113; EREMASTER DISTRIBUIDORA DE FERRAGENS E FERRAMENTAS LTDA: 37278673000118; MCA ASSESSORIA, IMPORTACAO E COMERCIO LTDA: 42519684000182; VALOR SUPRIMENTOS - COMERCIO DE MATERIAL DE CONSUMO LTDA: 70066840000132; ","Compras","Pregão Eletrônico","Concluído","Processo Adjudicado / Homologado / Ratificado","07/04/2022","07/03/2022","07/04/2022","1083793.47","1519454.99","1","","MATERIAL PARA CONSTRUÇÃO E REFORMAS","MATERIAIS DE CONSTRUÇÃO E ACABAMENTO. EXEMPLO: ARAME PARA CONSTRUÇÃO, AREIA, AZULEJOS, CANOS, CHAPAS DE FERRO, CAIXAS D'AGUA, CIMENTO, CAL, CANTONEIRAS, FERRO, MASSAS, PREGOS, COMPENSADOS, PARAFUSOS, PORTAS, ETC.","Por Itens","10/05/2022","O objeto da presente licitação é o registro de preços para eventual Aquisição de Materiais de Construção e Ferramental, visando atender às necessidades do Secretaria de Educação e Tecnologia, conforme condições, quantidades e exigências estabelecidas neste Edital e seus anexos."
"12","2022","8","PROAR ARCONDICIONADOS LTDA -ME                                                  : 02970197000117 - Não Vencedor; TACARUNA COMERCIO E SERVICOS LTDA: 05040156000110 - Não Vencedor; CONSERVE SERVICE - LIMPEZA E TRANSPORTE EIRELI: 12399064000196 - Vencedor; PRO-SERVICE SERVICOS PROFISSIONAIS E ESPECIALIZADOS LTDA: 13823634000196 - Não Vencedor; REFRILAR REFRIGERACAO LTDA : 13972083000122 - Não Vencedor; ELV MANUTENCAO DE MAQUINAS E EQUIPAMENTOS EIRELI: 16925627000193 - Não Vencedor; RM SERVICOS EM EQUIPAMENTOS DE REFRIGERACAO EIRELI: 28949042000192 - Não Vencedor; VINICIUS A R DE OLIVEIRA  : 30621758000108 - Não Vencedor; B MARIA PIMENTEL AGRA: 33185946000129 - Não Vencedor; ELVSON HENRIQUE OLIVEIRA DOS SANTOS COMERCIO E MANUTENCAO DE MAQUINAS E APARELHOS DE REFRIGERACAO: 34242237000109 - Não Vencedor; MOREIRA LIMA ENGENHARIA E SERVICOS LTDA: 37832090000197 - Não Vencedor; ","CONSERVE SERVICE - LIMPEZA E TRANSPORTE EIRELI: 12399064000196; ","Outros Serviços","Pregão Eletrônico","Concluído","Processo Adjudicado / Homologado / Ratificado","07/10/2022","19/09/2022","07/10/2022","126835","159982.98","1","","MANUTENÇÃO E CONSERVAÇÃO DE MÁQUINAS E EQUIPAMENTOS","SERVIÇOS DE REPAROS, CONSERTOS, REVISÕES E ADAPTAÇÕES DE MÁQUINAS E EQUIPAMENTOS.","Por Itens","21/09/2022","O objeto da presente licitação é a contratação de empresa especializada em serviços de Instalação e Manutenção de Ar Condicionado, para atender as Secretarias do Município de Belo Jardim/PE, conforme condições, quantidades e exigências estabelecidas neste Edital e seus anexos."
"11","2022","7","VIACON  CONSTRUÇÕES E MONTAGENS LTDA: 05463276000120 - Não Vencedor; TOGA CONSULTORIA E CONSTRUTORA DE OBRAS CIVIS - EIRELI: 07052373000155 - Não Vencedor; SANEAPE SOLUÇÕES AMBIENTAIS EIRELI: 07147056000112 - Não Vencedor; EMPESA - Empresa de Engenharia Sanitária e Construções Ltda: 07916655000153 - Vencedor; VALE BENTO LOCACAO E SERVICOS LTDA - EPP: 11757223000114 - Não Vencedor; AJA LOCADORA DE VEICULOS E SERVIÇOS LTDA - EPP: 12522233000133 - Não Vencedor; NORDESTE CONSTRUÇÕES INSTALAÇÕES E LOCAÇÕES EIRELE: 13347399000123 - Não Vencedor; PROJETAR CONSTRUCOES E PROJETOS EIRELI - ME: 14733583000174 - Não Vencedor; ULTRA SERV TERCEIRIZACOES EM SERVICOS E MAO DE OBRA EIRELI : 14826703000188 - Não Vencedor; CLS - CONSTRUÇÕES, LOCAÇÕES E SERVIÇOS: 21921643000148 - Não Vencedor; GLIDDEN EMPREENDIMENTOS E LOCAÇÕES EIRELLI EPP: 22594155000136 - Vencedor; LINS SERVIÇOS E CONSTRUTORA - EPP: 23593622000176 - Não Vencedor; URBANA ALUGUEL DE CARROS EIRELI: 23762006000100 - Não Vencedor; LOKE ALUGUEL DE CARROS & SERVIÇOS EIRELI - EPP: 26727027000174 - Não Vencedor; LOCAR SANEAMENTO AMBIENTAL LTDA: 35474949000108 - Não Vencedor; ","EMPESA - Empresa de Engenharia Sanitária e Construções Ltda: 07916655000153; GLIDDEN EMPREENDIMENTOS E LOCAÇÕES EIRELLI EPP: 22594155000136; ","Serviços de Engenharia","Pregão Eletrônico","Concluído","Processo Adjudicado / Homologado / Ratificado","26/04/2022","16/03/2022","26/04/2022","5773018.32","8015890.28","1","","LIMPEZA DE LOGRADOUROS PÚBLICOS","COMPREENDE OS SERVIÇOS DE ROÇAGEM, CAPINAGEM, PINTURA DE MEIO-FIO, COLETA, VARRIÇÃO, ACONDICIONAMENTO E TRANSPORTE DE RESÍDUOS SÓLIDOS","Por Lotes","10/05/2022","O  objeto  da  presente  licitação  é a contratação  de  empresa  especializada  para limpeza e conservação de serviços urbanos e operação de aterro sanitário, visando atender às necessidades da Prefeitura municipal de Belo Jardim, conforme condições, quantidades e exigências estabelecidas neste Edital e seus anexos."
"10","2022","6","MJS INDUSTRIA DE CONFECÇÕES LTDA: 04034176000115 - Não Vencedor; J P FARDAS LTDA: 10537623000151 - Vencedor; GLOBAL HOUSE EIRELI ME: 13611287000138 - Não Vencedor; R.L COMÉRCIO VAREJISTA DE MULTI UTILIDADES LTDA: 22226670000163 - Não Vencedor; MARIA LUCIA BRAYNER GUIMARAES FONSECA: 24410955000185 - Não Vencedor; WR LICITACOES INDUSTRIA, COMERCIO E SERVICOS LTDA: 26863493000187 - Não Vencedor; S D DE A FERREIRA & CIA LTDA: 26889181000142 - Não Vencedor; VIEIRA E GOIS COMERCIO E SERVIÇOS LTDA ME: 26958780000170 - Não Vencedor; JOÃO MARTINHO DA SILVA: 29844257000101 - Não Vencedor; PROMAC COMERCIAL EIRELI - EPP: 32310985000148 - Não Vencedor; NEX TEXTIL ROUPAS E ACESSORIOS LTDA: 36782020000109 - Não Vencedor; UNIFORT COMÉRCIO E CONFECÇÃO DO VESTUÁRIO LTDA: 38478458000123 - Não Vencedor;  ATOMOS COMERCIAL LTDA: 11234871000196 - Não Vencedor; G.F.CONFECCOES LTDA : 15534841000156 - Não Vencedor; WW COMERCIAL EIRELI: 19835542000102 - Não Vencedor; WR CALCADOS EIRELI - EPP: 25369684000124 - Não Vencedor; BOM GOSTO CRIAÇÕES INDÚSTRIA COMÉRCIO & SERVIÇOS LTDA: 27414586000197 - Não Vencedor; JB COMERCIO E SERVICOS EIRELI: 27963904000179 - Não Vencedor; RC SERVIÇOS & CONSERVAÇÃO EIRELI : 32337973000107 - Não Vencedor; GRAFICA E EDITORA QUINTA DAS FONTES LTDA: 12224894000182 - Não Vencedor; MARIA ELIZABETH MOURA MORALES CONFECÇÕES EIRELI: 30577619000124 - Não Vencedor; BETBI INDUSTRIA DE CONFECCOES E BRINDES - EIRELI - EPP: 01237548000112 - Não Vencedor; Nadia Correia de Almeida : 10275216000113 - Não Vencedor; GUERRA E DANTAS SERVIÇOS E COMERCIO DE VESTUÁRIO LTDA: 10939067000140 - Não Vencedor; CAMILA CRISTINA PEREIRA: 11250876000102 - Não Vencedor; SAULO DE TARSO F MATEUS COMERCOIO E SERVICOS: 11835608000152 - Não Vencedor; JF COMERCIO E SERVICOS LTDA: 16750167000100 - Não Vencedor; N.S. KARYDI : 24728467000110 - Não Vencedor; SILEL INDUSTRIA DE CONFECCOES LTDA: 27095478000107 - Não Vencedor; GANDAN INDÚSTRIA E COMÉRCIO DE CONFECÇÕES LTDA: 28273249000190 - Não Vencedor; GEYMISON DOS SANTOS COSTA: 43166956000170 - Não Vencedor; NILCATEX TEXTIL LTDA: 95948618000275 - Não Vencedor; ","J P FARDAS LTDA: 10537623000151; ","Compras","Pregão Eletrônico","Concluído","Processo Adjudicado / Homologado / Ratificado","10/02/2022","14/01/2022","10/02/2022","629920","1379543","1","","VESTUÁRIO EM GERAL","VESTUÁRIOS EM GERAL: UNIFORMES, FARDAS, CALÇADOS, BATAS, CALÇADOS,  AGASALHOS,  AVENTAIS, BLUSAS, CALÇADOS, CALÇAS, CAMISAS, CAPAS, CHAPÉUS, CINTOS, GRAVATAS, GUARDA-PÓS, LINHAS, MACACÕES, MEIAS, UNIFORMES MILITARES OU DE USO CIVIL E AFINS. ","Por Itens","10/05/2022","O   objeto   da  presente   licitação   é  o   registro   de   preços para   eventual Aquisição de Fardamentos,   visando atender   às   necessidade da Secretarias de Educação e   Tecnologia, conforme condições, quantidades e exigências estabelecidas neste Edital e seus anexos."
"7","2022","5","COSTEIRA LOCADORA DE VEÍCULOS EIRELI: 08228979000161 - Não Vencedor; VITOR ALVES DE CARVALHO EIRELI: 29681052000152 - Vencedor; MATOS E RIBEIRO LTDA: 32548947000128 - Vencedor; LA BELLE TRANSPORTE E TURISMO LTDA ME: 43017563000103 - Não Vencedor; ERIVAN BATISTA MACHADO JUNIOR 13695058412: 44758921000193 - Vencedor; REGINALDO JOSE DOS SANTOS 45268975404: 45217867000131 - Não Vencedor; SEBASTIAO VIEIRA DA SILVA 18372821453: 45423510000100 - Não Vencedor; LUCIANO DUARTE DOS SANTOS 70920990487: 45667187000110 - Não Vencedor; ","VITOR ALVES DE CARVALHO EIRELI: 29681052000152; MATOS E RIBEIRO LTDA: 32548947000128; ERIVAN BATISTA MACHADO JUNIOR 13695058412: 44758921000193; ","Locação de Bens","Pregão Eletrônico","Concluído","Processo Adjudicado / Homologado / Ratificado","11/05/2022","11/03/2022","27/04/2022","3399492","4808300.88","1","","LOCAÇÃO DE VEÍCULOS","LOCAÇÃO DE VEÍCULOS PARA TRANSPORTE DE SERVIDORES E OUTRAS PESSOAS COM A FINALIDADE DE CUMPRIR AS ATIVIDADES DA ADMINISTRAÇÃO. ","Por Itens","29/06/2022","O objeto da presente licitação é o registro de preços, para eventual Contratação de MEI e de empresa especializada em prestar serviços de locação de veículos, sem e com motorista habilitado, para transporte municipal, intermunicipal e/ou interestadual, para atender as necessidades da CONTRATANTE, visando atender as demandas das Secretarias do Município de Belo Jardim, conforme condições, quantidades e exigências estabelecidas neste Edital e seus anexos."
"6","2022","4","DISTRIBUIDORA DE ALIMENTOS CAVALCANTI EIRELI - EPP: 06536960000157 - Não Vencedor; R J GONCALVES DE OLIVEIRA: 13506363000145 - Vencedor; VTA MACHADO DE ARRUDA E CIA LTDA: 16667433000135 - Não Vencedor; SUCESSO DISTRIBUIDORA DE ALIMENTOS LTDA: 19450370000159 - Não Vencedor; Y M S DA SILVA EIRELLI - ME: 22909366000110 - Não Vencedor; MFPARIS INDUSTRIA DE ALIMENTOS LTDA : 26855558000142 - Não Vencedor; ALBUQUERQUE DISTRIBUIDORA DE ALIMENTOS LTDA: 34420065000108 - Vencedor; NEX TEXTIL ROUPAS E ACESSÓRIOS LTDA: 36782020000109 - Não Vencedor; S VASCONCELOS ROSAS : 40457662000100 - Não Vencedor; ","R J GONCALVES DE OLIVEIRA: 13506363000145; ALBUQUERQUE DISTRIBUIDORA DE ALIMENTOS LTDA: 34420065000108; ","Compras","Pregão Eletrônico","Concluído","Processo Adjudicado / Homologado / Ratificado","10/02/2022","13/01/2022","10/02/2022","48699","54775.44","1","","GÊNEROS ALIMENTÍCIOS","GÊNEROS DE ALIMENTAÇÃO AO NATURAL, BENEFICIADOS OU CONSERVADOS, TAIS COMO: AÇÚCAR, ADOÇANTE, ÁGUA MINERAL, BEBIDAS, CAFÉ, CARNES EM GERAL, CEREAIS, CHÁS, CONDIMENTOS, FRUTAS, GELO, LEGUMES, REFRIGERANTES, SUCOS, TEMPEROS, VERDURAS E AFINS.","Por Itens","10/05/2022","O  objeto  da  presente  licitação  é  o  registro  de  preços para  eventual  aquisição  de  café torrado  e  açúcar  cristal,  conforme  condições,  quantidades e  exigências estabelecidas  neste  Edital e seus anexos."
"5","2022","3","LPK LTDA: 00535560000140 - Não Vencedor; ASSUNPCAO TEC COMERCIO DE EQUIPAMENTOS LTDA: 04473960000120 - Não Vencedor; Marcelo Simoni me: 04664811000148 - Vencedor; DMH - PRODUTOS HOSPITALARES LTDA EPP: 05044056000161 - Não Vencedor; NATEK NAT E TEC IND. E COM DE PRODUTOS BIOTECNOLÓGICOS EIRELLI: 05234897000131 - Não Vencedor; MEDVIDA DISTRIBUIDORA DE MEDICAMENTOS HOSPITALAR EIRELI - ME: 06132785000132 - Não Vencedor; PABLO LUIS MARTINS: 09138326000154 - Não Vencedor; PADRAO DISTRIBUIDORA DE PRODUTOS E EQUIPAMENTOS HOSPITALARES PADRE CALLOU LTDA: 09441460000120 - Não Vencedor; DIFERENCIAL COMERCIO ATACADISTA DE PRODUTOS ALIMENTICIOS EIRELI: 09617964000158 - Não Vencedor; JJMR EMPREENDIMENROSEIRELI ME: 11885338000194 - Não Vencedor; ODONTOMEDICA COMERCIO ATACADISTA DE MEDICAMENTOS ERELI - EPP: 12395255000180 - Vencedor; MULTISUL COMERCIO E DISTRIBUIÇÃO LTDA: 12811487000171 - Não Vencedor; AUTOMX SOLUÇÕES EIRÉLI - ME: 19031878000112 - Não Vencedor; HC COMERCIO DE PAPELARIA E SERVIÇOS EIRELI: 20873342000123 - Vencedor; FERNANDO UNIFORMES EIRELI EPP: 21008058000151 - Não Vencedor; JOSÉ DANTAS DINIZ FILHO: 22077847000107 - Não Vencedor; NICKVALLE COMERCIO EIRELI: 22366329000103 - Não Vencedor; R T COSTA FELICIANO: 23533848000181 - Não Vencedor; M.testa Confeccao: 23829339000109 - Não Vencedor; STRAFER PRODUTOS MEDICO HOSPITALARES EIRELI : 24768176000156 - Não Vencedor; S.M GUIMARAES DISTRIBUIDORA IMPORTADORA E EXPORTADORA LTDA : 26889274000177 - Não Vencedor; HENFER SERVIÇOS DE PINTURA DE EDIFICIOS MONTAGEM: 27381767000245 - Não Vencedor; R.P FERRAGENS LTDA: 29309583000119 - Não Vencedor; MEDIC PRODUTOS PARA SAUDE EIRELI: 31131938000174 - Não Vencedor; PROLINE MATERIAL HOSPITALAR EIRELI: 32708161000120 - Não Vencedor; DREAMS COMERCIO DE PAPEIS LTDA: 33063270000109 - Não Vencedor; ALBUQUERQUE DISTRIBUIDORA DE ALIMENTOS LTDA: 34420065000108 - Vencedor; SORELLE COMERCIO ELETROS E EQUIPAMENTOS LTDA: 36045363000190 - Não Vencedor; HMGK COMERCIO E SERVIÇOS LTDA: 36193120000108 - Vencedor; FORTCLEAN COMÉRCIO DE EQUIPAMENTOS LTDA: 36327075000129 - Vencedor; ECO DISTRIBUIDORA DE MATERIAIS LTDA: 36441415000148 - Não Vencedor; NEW POWER COMERCIO E IMPORTAÇÃO LTDA: 36516584000108 - Vencedor; ISMAEL RIBEIRO DA SILVA : 37045935000102 - Não Vencedor; LICITA TOPMINAS LTDA: 37156400000109 - Não Vencedor; VANESCA SILVA BATISTA 06867568513: 37261083000182 - Vencedor; TOMINA COMERCIO E SERVIÇOS HOSPITALARES LTDA: 38218493000103 - Não Vencedor; MICHAEL BRUM MORDINI 03641130905 : 40225662000184 - Não Vencedor; CIRÚRGICA BRASIL DISTRIBUIDORAS DE MEDICAMENTOS LTDA: 40788766000105 - Não Vencedor; A.G DISTRIBUIDORA EIRELI: 40790615000183 - Não Vencedor; DPNT COMERCIO E DISTRIBUIÇÃO LTDA: 41113359000152 - Não Vencedor; KANIA COMERCIO DE PRODUTOS HOSPITALARES LTDA: 41836567000180 - Não Vencedor; RG LUNA LTDA: 44223965000119 - Não Vencedor; GOLD LICITACAO E COBRANCA LTDA: 44532872000176 - Não Vencedor;  INTERJET COMERCIAL EIRELI: 59403410000126 - Não Vencedor; DMH - PRODUTOS HOSPITALARES LTDA  EPP: 05044056000161 - Não Vencedor; ","Marcelo Simoni me: 04664811000148; ODONTOMEDICA COMERCIO ATACADISTA DE MEDICAMENTOS ERELI - EPP: 12395255000180; HC COMERCIO DE PAPELARIA E SERVIÇOS EIRELI: 20873342000123; ALBUQUERQUE DISTRIBUIDORA DE ALIMENTOS LTDA: 34420065000108; HMGK COMERCIO E SERVIÇOS LTDA: 36193120000108; FORTCLEAN COMÉRCIO DE EQUIPAMENTOS LTDA: 36327075000129; NEW POWER COMERCIO E IMPORTAÇÃO LTDA: 36516584000108; VANESCA SILVA BATISTA 06867568513: 37261083000182; ","Compras","Pregão Eletrônico","Concluído","Processo Adjudicado / Homologado / Ratificado","02/05/2022","28/01/2022","02/05/2022","709227.5","1162995","1","","MATERIAL DE PROTEÇÃO E SEGURANÇA","DESPESAS  COM MATERIAIS DE CONSUMO UTILIZADOS DIRETAMENTE NA PROTEÇÃO DE PESSOAS OU BENS PÚBLICOS, PARA SOCORRO DE PESSOAS E ANIMAIS OU PARA SOCORRO DE VEÍCULOS, AERONAVES E EMBARCAÇÕES ASSIM COMO QUALQUER OUTRO ITEM APLICADO DIRETAMENTE NAS ATIVIDADES DE SOBREVIVÊNCIA DE PESSOAS, NA SELVA, NO MAR OU EM SINISTROS DIVERSOS, TAIS COMO: BOTAS, CADEADOS, CALCADOS ESPECIAIS, CAPACETES, CHAVES, CINTOS, COLETES, DEDAIS, GUARDA-CHUVAS, LONA, LUVAS, MANGUEIRA DE LONA, MÁSCARAS, ÓCULOS E AFINS.","Por Itens","10/05/2022","O  objeto  da  presente  licitação  é  o  registro  de  preços para  eventual Aquisição  de Equipamentos de Proteção Individual e Coletivas, visando atender às necessidades da Secretaria de Educação e Tecnologia, conforme condições, quantidades e exigências estabelecidas neste Edital e seus anexos."
"4","2022","2","DISTRIBUIDORA DE ALIMENTOS CAVALCANTI EIRELI - EPP: 06536960000157 - Vencedor; FRUTA NOBRE COMERCIO HORTIFRUTIGRANJEIROS - EIRELI: 11229220000108 - Vencedor; CL COMÉRCIO DE MATERIAIS MÉDICOS HOSPITALARES LTDA: 13441051000281 - Vencedor; RJ GONÇALVES DEOLIVEIRA: 13506363000145 - Vencedor; FERNANDA SILVA DE ASSIS NEVES ME: 21510857000121 - Vencedor; EDQUALITY DO BRASIL PRODUTOS MEDICOS E HOSPITALARES EIRELI: 26211408000104 - Vencedor; THIAGO G.DISTRIBUIDORA DE MEDICAMENTOS E LOGÍSTICA: 44037882000135 - Vencedor; ","DISTRIBUIDORA DE ALIMENTOS CAVALCANTI EIRELI - EPP: 06536960000157; FRUTA NOBRE COMERCIO HORTIFRUTIGRANJEIROS - EIRELI: 11229220000108; CL COMÉRCIO DE MATERIAIS MÉDICOS HOSPITALARES LTDA: 13441051000281; RJ GONÇALVES DEOLIVEIRA: 13506363000145; FERNANDA SILVA DE ASSIS NEVES ME: 21510857000121; EDQUALITY DO BRASIL PRODUTOS MEDICOS E HOSPITALARES EIRELI: 26211408000104; THIAGO G.DISTRIBUIDORA DE MEDICAMENTOS E LOGÍSTICA: 44037882000135; ","Compras","Pregão Eletrônico","Concluído","Processo Adjudicado / Homologado / Ratificado","09/03/2022","12/01/2022","09/03/2022","773833.22","974801.96","1","","GÊNEROS ALIMENTÍCIOS","GÊNEROS DE ALIMENTAÇÃO AO NATURAL, BENEFICIADOS OU CONSERVADOS, TAIS COMO: AÇÚCAR, ADOÇANTE, ÁGUA MINERAL, BEBIDAS, CAFÉ, CARNES EM GERAL, CEREAIS, CHÁS, CONDIMENTOS, FRUTAS, GELO, LEGUMES, REFRIGERANTES, SUCOS, TEMPEROS, VERDURAS E AFINS.","Por Itens","10/05/2022","O objeto da presente licitação é o registro de preços para eventual aquisição de gêneros alimentícios, visando atender às necessidades da Secretaria Municipal de Saúde, conforme condições, quantidades e exigências estabelecidas neste Edital e seus anexos."
"3","2022","1","Center Serv Serviços e Locação de mão de Obras EIRELI: 04487834000124 - Não Vencedor; G2 CONSTRUCAO E MANUTENCAO INDUSTRIAL LTDA - EPP: 09145367000178 - Não Vencedor; ECO CONSTRUTORA & INCORPORADORA LTDA - ME: 10644806000176 - Vencedor; CLS - CONSTRUÇÕES, LOCAÇÕES E SERVIÇOS: 21921643000148 - Não Vencedor; IDINALDO VALENTIM DE MOURA FILHO: 26165343000108 - Não Vencedor; Real Energy Ltda: 41116138000138 - Não Vencedor; ","ECO CONSTRUTORA & INCORPORADORA LTDA - ME: 10644806000176; ","Serviços de Engenharia","Regime Diferenciado de Contratações (RDC)","Concluído","Processo Adjudicado / Homologado / Ratificado","14/03/2022","06/01/2022","25/02/2022","699900","856290.14","1","","OBRAS","OBRAS","Por Lotes","10/05/2022","O objeto da presente licitação é a contratação de empresa especializada para conclusão da construção  de  quadra  poliesportiva  com  vestiários, conforme  condições,  quantidades  e  exigências estabelecidas neste Edital e seus anexos."
"2","2022","1","TALENTOS PROMECC PRODUÇAO DE EVENTOS EIRELI: 04433259000187 - Não Vencedor;  LT CALDEIRARIA E SERVICOS DE CONSTRUCOES EIRELI: 05409959000107 - Não Vencedor; IPOJUCA LOCAÇÕES DE AUTOMOVEIS LTDA: 08632326000143 - Não Vencedor; NORDESTE EMPREENDIMENTOS: 11888179000181 - Não Vencedor; MACEDO DE OLIVEIRA EVENTOS, SERVIÇOS E LOCAÇÃO DE VEICULOS EIRELI: 20737267000173 - Não Vencedor; CICERO DA SILVA ALBUQUERQUE 05010720477: 36582967000176 - Vencedor; VALDEMAR FERREIRA BEZERRA 26048443897: 36583414000138 - Vencedor; ALBERTO GUIMARAES DA SILVA 91930081472: 43504209000103 - Vencedor; EMERSON BARBOSA DE OLIVEIRA 11199299464: 44664348000159 - Vencedor; ELIOMAR BATISTA DA SILVA 03355947431: 19682345000109 - Vencedor; G BRAGA DOS SANTOS : 27623597000187 - Não Vencedor; JOSE CICERO FERREIRA DE OLIVEIRA 06919147459: 31046466000151 - Vencedor; MARCOS AURELIO DE SOUZA BENEVIDES SILVA 09362539403: 29345473000102 - Vencedor; SATTEV LOCADORA DE VEICULOS ERELLI: 30671055000194 - Não Vencedor; VR EMPREENDIMENTOS E SERVIÇOS EIRELE: 40786019000120 - Não Vencedor; PAULO JOSE DA SILVA 04683027437: 43925284000130 - Vencedor; VALDSON LEITE GONZAGA 03394221497: 19459842000134 - Não Vencedor; JOSE CLEMENTE DA SILVA 66613191787: 24900115000109 - Vencedor; GENILDO JOSE DA SILVA 86184121472: 26879424000161 - Vencedor; JOSE ANTONIO DA SILVA 92233589491: 38829340000100 - Vencedor; JOSE CARLOS DE LIMA 50683047434: 43907275000116 - Vencedor; ANTONIO JOSE DE LIMA 42626501468: 43923458000125 - Vencedor; ","CICERO DA SILVA ALBUQUERQUE 05010720477: 36582967000176; VALDEMAR FERREIRA BEZERRA 26048443897: 36583414000138; ALBERTO GUIMARAES DA SILVA 91930081472: 43504209000103; EMERSON BARBOSA DE OLIVEIRA 11199299464: 44664348000159; ELIOMAR BATISTA DA SILVA 03355947431: 19682345000109; JOSE CICERO FERREIRA DE OLIVEIRA 06919147459: 31046466000151; MARCOS AURELIO DE SOUZA BENEVIDES SILVA 09362539403: 29345473000102; PAULO JOSE DA SILVA 04683027437: 43925284000130; JOSE CLEMENTE DA SILVA 66613191787: 24900115000109; GENILDO JOSE DA SILVA 86184121472: 26879424000161; JOSE ANTONIO DA SILVA 92233589491: 38829340000100; JOSE CARLOS DE LIMA 50683047434: 43907275000116; ANTONIO JOSE DE LIMA 42626501468: 43923458000125; ","Outros Serviços","Pregão Presencial","Concluído","Processo Adjudicado / Homologado / Ratificado","18/02/2022","10/12/2021","18/02/2022","468224.27","1422602.17","1","","SERVIÇOS DE TRANSPORTE DE PASSAGEIROS","CONTRATAÇÃO DE VEÍCULOS COM MOTORISTA PARA TRANSPORTE DE SERVIDORES, TRANSPORTE ESCOLAR, FISCALIZAÇÃO E PARA OUTRAS FINALIDADES DA ADMINISTRAÇÃO.","Por Itens","10/05/2022","O objeto da presente licitação é o registro de preços para eventual Contratação de empresa especializada na prestação de serviços de Transporte Escolar para estudantes da Rede Pública de Ensino, localizados na zona rural, visando atender às necessidades da Secretaria de Educação e Tecnologia do Município de Belo Jardim, conforme condições, quantidades e exigências estabelecidas neste Edital e seus anexos."
